-0.542918, 0.000121, 0.000000, 0.000000, -0.000000, 
0.002015, 0.000241, 0.000000, 0.000000, -0.000000, 
0.544382, 0.000361, 0.000000, 0.000000, 0.000000, 
1.084195, 0.000722, 0.000000, 0.000000, 0.000000, 
1.621463, 0.001324, 0.000001, 0.000000, 0.000000, 
2.156198, 0.002166, 0.000002, 0.000000, 0.000000, 
2.688410, 0.003246, 0.000003, 0.000000, 0.000000, 
3.218108, 0.004566, 0.000005, 0.000000, 0.000000, 
3.745303, 0.006123, 0.000007, 0.000000, 0.000000, 
4.270006, 0.007919, 0.000010, 0.000000, 0.000000, 
4.792227, 0.009951, 0.000014, 0.000000, 0.000000, 
5.311976, 0.012219, 0.000019, 0.000000, 0.000000, 
5.829262, 0.014724, 0.000025, 0.000000, 0.000000, 
6.344097, 0.017463, 0.000032, 0.000000, 0.000000, 
6.856490, 0.020438, 0.000040, 0.000000, 0.000000, 
7.366451, 0.023646, 0.000050, 0.000000, 0.000000, 
7.873990, 0.027088, 0.000061, 0.000000, 0.000000, 
8.379118, 0.030763, 0.000074, 0.000000, 0.000000, 
8.881844, 0.034671, 0.000089, 0.000000, 0.000000, 
9.382178, 0.038811, 0.000105, 0.000000, 0.000000, 
9.880129, 0.043181, 0.000123, 0.000000, 0.000000, 
10.375709, 0.047783, 0.000143, 0.000000, 0.000000, 
10.868925, 0.052615, 0.000166, 0.000000, 0.000000, 
11.359789, 0.057677, 0.000190, 0.000000, 0.000000, 
11.848310, 0.062968, 0.000217, 0.000001, 0.000000, 
12.334498, 0.068487, 0.000246, 0.000001, 0.000000, 
12.818362, 0.074235, 0.000277, 0.000001, 0.000000, 
13.299912, 0.080210, 0.000312, 0.000001, 0.000000, 
13.779157, 0.086412, 0.000348, 0.000001, 0.000000, 
14.256107, 0.092841, 0.000388, 0.000001, 0.000000, 
14.730772, 0.099496, 0.000431, 0.000001, 0.000000, 
15.203161, 0.106376, 0.000476, 0.000002, 0.000000, 
15.673283, 0.113481, 0.000525, 0.000002, 0.000000, 
16.141148, 0.120810, 0.000577, 0.000002, 0.000000, 
16.606766, 0.128364, 0.000632, 0.000002, 0.000000, 
17.070144, 0.136140, 0.000690, 0.000003, 0.000000, 
17.531294, 0.144140, 0.000752, 0.000003, 0.000000, 
17.990224, 0.152361, 0.000818, 0.000003, 0.000000, 
18.446943, 0.160805, 0.000887, 0.000004, 0.000000, 
18.901460, 0.169470, 0.000960, 0.000004, 0.000000, 
19.353786, 0.178355, 0.001037, 0.000005, 0.000000, 
19.803928, 0.187461, 0.001118, 0.000005, 0.000000, 
20.251896, 0.196787, 0.001203, 0.000006, 0.000000, 
20.697699, 0.206331, 0.001292, 0.000006, 0.000000, 
21.141347, 0.216095, 0.001385, 0.000007, 0.000000, 
21.582847, 0.226076, 0.001483, 0.000007, 0.000000, 
22.022209, 0.236276, 0.001585, 0.000008, 0.000000, 
22.459443, 0.246692, 0.001692, 0.000009, 0.000000, 
22.894556, 0.257326, 0.001803, 0.000009, 0.000000, 
23.327558, 0.268175, 0.001919, 0.000010, 0.000000, 
23.758457, 0.279241, 0.002040, 0.000011, 0.000000, 
24.187263, 0.290521, 0.002165, 0.000012, 0.000000, 
24.613984, 0.302017, 0.002296, 0.000013, 0.000000, 
25.038629, 0.313726, 0.002432, 0.000014, 0.000000, 
25.461207, 0.325649, 0.002573, 0.000015, 0.000000, 
25.881725, 0.337786, 0.002720, 0.000016, 0.000000, 
26.300194, 0.350136, 0.002871, 0.000018, 0.000000, 
26.716622, 0.362697, 0.003029, 0.000019, 0.000000, 
27.131016, 0.375471, 0.003191, 0.000020, 0.000000, 
27.543386, 0.388456, 0.003360, 0.000022, 0.000000, 
27.953741, 0.401652, 0.003534, 0.000023, 0.000000, 
28.362088, 0.415058, 0.003714, 0.000025, 0.000000, 
28.768437, 0.428674, 0.003900, 0.000027, 0.000000, 
29.172795, 0.442500, 0.004092, 0.000028, 0.000000, 
29.575171, 0.456535, 0.004290, 0.000030, 0.000000, 
