36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,36.500002,
36.500002,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.508946,36.500002,
36.500002,36.516727,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.517889,36.516727,36.500002,
36.500002,36.523647,36.526682,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526833,36.526682,36.523647,36.500002,
36.500002,36.529912,36.535251,36.535757,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535777,36.535757,36.535251,36.529912,36.500002,
36.500002,36.535661,36.543566,36.544637,36.544718,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544720,36.544718,36.544637,36.543566,36.535661,36.500002,
36.500002,36.540997,36.551621,36.553452,36.553651,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553664,36.553651,36.553452,36.551621,36.540997,36.500002,
36.500002,36.545992,36.559422,36.562184,36.562571,36.562606,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562608,36.562606,36.562571,36.562184,36.559422,36.545992,36.500002,
36.500002,36.550703,36.566979,36.570819,36.571469,36.571545,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571551,36.571545,36.571469,36.570819,36.566979,36.550703,36.500002,
36.500002,36.555171,36.574306,36.579348,36.580338,36.580480,36.580494,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580495,36.580494,36.580480,36.580338,36.579348,36.574306,36.555171,36.500002,
